occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family
574092,Psittacosaurus,herbivorous,ceratopsian,2.0,125.0,109.0,Xinjiang,85.666702,46.099998,Ornithischia,Psittacosauridae
577472,Minmi,herbivorous,armored dinosaur,3.0,139.8,125.0,Queensland,148.792496,-26.424999,Ornithischia,Ankylosauridae
577793,Euoplocephalus,herbivorous,armored dinosaur,7.0,72.1,66.0,Alberta,-112.934799,51.702099,Ornithischia,Ankylosauridae
577905,Tenontosaurus,herbivorous,ornithopod,7.0,99.6,93.5,Utah,-110.106003,39.179001,Ornithischia,
577906,Cedarpelta,herbivorous,armored dinosaur,10.0,125.0,100.5,Utah,-110.106003,39.179001,Ornithischia,Ankylosauridae
577926,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,,16.133333,47.866669,Ornithischia,Nodosauridae
577927,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,,16.1,47.833332,Ornithischia,Nodosauridae
578255,Chasmosaurus,herbivorous,ceratopsian,5.0,83.5,70.6,Alberta,-111.614998,50.820831,Ornithischia,Ceratopsidae
578256,Chasmosaurus,herbivorous,ceratopsian,5.0,83.5,70.6,Alberta,-111.608055,50.814999,Ornithischia,Ceratopsidae
578257,Hypacrosaurus,herbivorous,ornithopod,9.0,83.5,66.0,Alberta,-112.949165,51.949722,Ornithischia,Hadrosauridae
578258,Stegoceras,herbivorous,ornithopod,2.4,83.5,70.6,Alberta,-111.603889,50.823334,Ornithischia,Pachycephalosauridae
582765,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,0.424167,40.493332,Ornithischia,
583477,Dacentrurus,herbivorous,armored dinosaur,6.0,163.5,145.0,Valencia,-1.0,39.933334,Ornithischia,Stegosauridae
583548,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.096944,40.632221,Ornithischia,
583552,Iguanodon,herbivorous,ornithopod,10.0,145.0,125.0,Aragón,-0.739722,40.243057,Ornithischia,
583819,Polacanthus,herbivorous,armored dinosaur,5.0,125.45,122.46,Valenciana,0.424167,40.493332,Ornithischia,Nodosauridae
583821,Polacanthus,herbivorous,armored dinosaur,5.0,130.0,113.0,Castilla y Leon,-3.233333,42.024166,Ornithischia,Nodosauridae
584088,Stegoceras,herbivorous,ornithopod,2.4,83.5,70.6,Montana,-109.591667,46.242222,Ornithischia,Pachycephalosauridae
584095,Achelousaurus,herbivorous,ceratopsian,6.0,83.6,72.1,Montana,-113.75,48.630001,Ornithischia,Ceratopsidae
584108,Rubeosaurus,,,,83.6,72.1,Montana,-112.650002,48.966599,Ornithischia,Ceratopsidae
584109,Brachyceratops,,,,83.6,72.1,Montana,-112.650002,48.966599,Ornithischia,Ceratopsidae
584111,Orodromeus,herbivorous,ornithopod,2.0,83.6,72.1,Montana,-112.642014,48.91082,Ornithischia,Thescelosauridae
584123,Einiosaurus,herbivorous,ceratopsian,6.0,83.6,72.1,Montana,-112.642403,48.935501,Ornithischia,Ceratopsidae
584125,Hypacrosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Montana,-112.642403,48.935501,Ornithischia,Hadrosauridae
584133,Camptosaurus,herbivorous,ornithopod,5.0,157.3,152.1,Wyoming,-107.779167,44.535557,Ornithischia,
584317,Psittacosaurus,herbivorous,ceratopsian,2.0,130.0,113.0,Buryat,106.274719,51.195557,Ornithischia,Psittacosauridae
585227,Euoplocephalus,herbivorous,armored dinosaur,7.0,83.5,70.6,Alberta,-111.488899,50.742401,Ornithischia,Ankylosauridae
585231,Euoplocephalus,herbivorous,armored dinosaur,7.0,70.6,66.0,Alberta,-112.958298,51.775501,Ornithischia,Ankylosauridae
585232,Euoplocephalus,herbivorous,armored dinosaur,7.0,70.6,66.0,Alberta,-112.931114,51.689167,Ornithischia,Ankylosauridae
585235,Euoplocephalus,herbivorous,armored dinosaur,7.0,72.1,66.0,Montana,-112.977776,48.638332,Ornithischia,Ankylosauridae
589423,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,England,-1.41035,50.635109,Ornithischia,
590221,Parasaurolophus,herbivorous,ornithopod,11.0,83.5,70.6,New Mexico,-108.109444,36.142776,Ornithischia,Hadrosauridae
590300,Pinacosaurus,herbivorous,armored dinosaur,5.0,100.5,66.0,Ningxia,106.028053,38.963333,Ornithischia,Ankylosauridae
590514,Tanius,herbivorous,ornithopod,,83.6,72.1,Shandong,120.622902,36.920399,Ornithischia,
591184,Kritosaurus,herbivorous,ornithopod,8.0,83.5,70.6,New Mexico,-108.041115,36.302776,Ornithischia,Hadrosauridae
591628,Monoclonius,,,,83.5,70.6,New Mexico,-108.46389,36.623611,Ornithischia,Ceratopsidae
591630,Monoclonius,,,,83.5,70.6,New Mexico,-108.29583,36.701111,Ornithischia,Ceratopsidae
591635,Ankylosaurus,herbivorous,armored dinosaur,7.0,83.5,70.6,New Mexico,-108.082779,36.333889,Ornithischia,Ankylosauridae
591674,Scolosaurus,,,,83.6,72.1,Montana,-112.641998,48.910999,Ornithischia,Ankylosauridae
591675,Panoplosaurus,herbivorous,armored dinosaur,7.0,70.6,66.0,New Mexico,-108.0,36.314167,Ornithischia,Nodosauridae
591676,Glyptodontopelta,,,,70.6,66.0,New Mexico,-108.0,36.314167,Ornithischia,Nodosauridae
591677,Glyptodontopelta,,,,70.6,66.0,New Mexico,-108.030701,36.3148,Ornithischia,Nodosauridae
591682,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-107.9058,36.1693,Ornithischia,Ceratopsidae
591685,Muttaburrasaurus,herbivorous,ornithopod,7.0,105.3,93.5,Queensland,144.383331,-20.966667,Ornithischia,
591707,Stegosaurus,herbivorous,armored dinosaur,9.0,163.5,145.0,Wyoming,-107.814163,44.632221,Ornithischia,Stegosauridae
592337,Corythosaurus,herbivorous,ornithopod,10.0,83.6,72.1,Alberta,-111.509666,50.73679,Ornithischia,Hadrosauridae
594487,Protoceratops,herbivorous,ceratopsian,1.8,86.3,72.1,Omnogov,103.56472,44.127499,Ornithischia,
602120,Shuangmiaosaurus,,,,105.3,99.6,Liaoning,120.792221,41.772778,Ornithischia,
602419,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-107.889198,36.1861,Ornithischia,Ceratopsidae
602422,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-108.084198,36.3148,Ornithischia,Ceratopsidae
602427,Asiaceratops,,,,100.5,93.9,Karakalpakistan,65.911667,40.232498,Ornithischia,Leptoceratopsidae
604183,Prosaurolophus,herbivorous,ornithopod,7.6,83.6,72.1,Alberta,-110.017197,50.757,Ornithischia,Hadrosauridae
604184,Lambeosaurus,herbivorous,ornithopod,9.0,83.5,70.6,Alberta,-110.132202,50.713299,Ornithischia,Hadrosauridae
604187,Hadrosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-112.205559,49.286388,Ornithischia,Hadrosauridae
604188,Edmontosaurus,herbivorous,ornithopod,13.0,83.6,72.1,Alberta,-112.934799,51.928299,Ornithischia,Hadrosauridae
604286,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,83.5,66.0,Alberta,-113.008003,50.189499,Ornithischia,Ceratopsidae
604289,Leptoceratops,herbivorous,ceratopsian,3.0,72.1,66.0,Alberta,-113.005203,52.081001,Ornithischia,Leptoceratopsidae
604470,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.097778,40.618889,Ornithischia,
604471,Monoclonius,,,,83.6,72.1,Alberta,-110.449997,48.999722,Ornithischia,Ceratopsidae
604472,Monoclonius,,,,83.5,70.6,Alberta,-110.575104,49.3601,Ornithischia,Ceratopsidae
604473,Chasmosaurus,herbivorous,ceratopsian,5.0,83.5,70.6,Alberta,-110.482399,49.141899,Ornithischia,Ceratopsidae
604474,Chasmosaurus,herbivorous,ceratopsian,5.0,83.6,72.1,Alberta,-110.5933,49.112801,Ornithischia,Ceratopsidae
604475,Chasmosaurus,herbivorous,ceratopsian,5.0,83.5,70.6,Alberta,-108.138603,51.557201,Ornithischia,Ceratopsidae
604545,Mantellisaurus,herbivorous,ornithopod,7.0,125.45,122.46,Valenciana,-0.097778,40.618889,Ornithischia,Iguanodontidae
604772,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Montana,-107.115555,47.546665,Ornithischia,Ceratopsidae
604773,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Montana,-104.736389,47.053612,Ornithischia,Ceratopsidae
604774,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Montana,-105.118057,46.258057,Ornithischia,Ceratopsidae
604775,Saurolophus,herbivorous,ornithopod,9.0,72.1,66.0,Alberta,-112.981903,51.819099,Ornithischia,Hadrosauridae
604782,Hypacrosaurus,herbivorous,ornithopod,9.0,72.1,66.0,Alberta,-112.9701,51.906399,Ornithischia,Hadrosauridae
604783,Hypacrosaurus,herbivorous,ornithopod,9.0,83.5,66.0,Alberta,-112.981903,51.819099,Ornithischia,Hadrosauridae
604784,Hypacrosaurus,herbivorous,ornithopod,9.0,83.5,66.0,Alberta,-112.981903,51.819099,Ornithischia,Hadrosauridae
604789,Hypacrosaurus,herbivorous,ornithopod,9.0,83.5,66.0,Alberta,-112.958298,51.746399,Ornithischia,Hadrosauridae
606102,Leptoceratops,herbivorous,ceratopsian,3.0,72.1,66.0,Alberta,-112.981903,51.819099,Ornithischia,Leptoceratopsidae
606103,Anchiceratops,herbivorous,ceratopsian,6.0,83.5,66.0,Alberta,-112.958298,51.746399,Ornithischia,Ceratopsidae
606104,Anchiceratops,herbivorous,ceratopsian,6.0,70.6,66.0,Alberta,-112.958298,51.746399,Ornithischia,Ceratopsidae
606109,Prosaurolophus,herbivorous,ornithopod,7.6,83.5,70.6,Alberta,-111.493225,50.746067,Ornithischia,Hadrosauridae
606114,Dinosauropodes,,,,83.6,72.1,Utah,-109.703056,39.033054,Ornithischia,
606140,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,Wyoming,-104.411598,43.441799,Ornithischia,Pachycephalosauridae
606141,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,Wyoming,-104.553329,43.15778,Ornithischia,Pachycephalosauridae
606142,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.6035,50.830612,Ornithischia,Pachycephalosauridae
606143,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.6035,50.830612,Ornithischia,Pachycephalosauridae
606144,Hanssuesia,,,,83.6,72.1,Alberta,-111.6035,50.830612,Ornithischia,Pachycephalosauridae
606145,Prenocephale,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.6035,50.830612,Ornithischia,Pachycephalosauridae
606146,Prenocephale,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.6035,50.830612,Ornithischia,Pachycephalosauridae
606147,Prenocephale,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.6035,50.830612,Ornithischia,Pachycephalosauridae
606148,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.387497,50.765556,Ornithischia,Pachycephalosauridae
606149,Prenocephale,herbivorous,ornithopod,2.4,83.5,66.0,Alberta,-112.942497,51.939167,Ornithischia,Pachycephalosauridae
606150,Colepiocephale,,,,83.5,70.6,Alberta,-111.423058,49.951111,Ornithischia,Pachycephalosauridae
606151,Hanssuesia,,,,83.6,72.1,Alberta,-111.592781,50.822498,Ornithischia,Pachycephalosauridae
606152,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.62722,50.820557,Ornithischia,Pachycephalosauridae
606153,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.62722,50.820557,Ornithischia,Pachycephalosauridae
606154,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.62722,50.820557,Ornithischia,Pachycephalosauridae
606156,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.541115,50.75,Ornithischia,Pachycephalosauridae
606157,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.541115,50.75,Ornithischia,Pachycephalosauridae
606158,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.541115,50.75,Ornithischia,Pachycephalosauridae
606159,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.541115,50.75,Ornithischia,Pachycephalosauridae
606161,Stegoceras,herbivorous,ornithopod,2.4,83.6,72.1,Alberta,-111.59333,50.799442,Ornithischia,Pachycephalosauridae
606163,Mantellisaurus,herbivorous,ornithopod,7.0,129.4,122.46,Sauerland,3.633333,50.466667,Ornithischia,Iguanodontidae
606267,Asiaceratops,,,,99.6,93.5,Navoi,65.800003,40.099998,Ornithischia,Leptoceratopsidae
606268,Asiaceratops,,,,99.6,93.5,Navoi,65.800003,40.099998,Ornithischia,Leptoceratopsidae
606275,Asiaceratops,,,,99.6,93.5,Navoi,65.800003,40.099998,Ornithischia,Leptoceratopsidae
606279,Asiaceratops,,,,99.6,93.5,Navoi,65.800003,40.099998,Ornithischia,Leptoceratopsidae
606331,Asiaceratops,,,,99.6,93.5,Karakalpakstan,71.833336,40.599998,Ornithischia,Leptoceratopsidae
606334,Asiaceratops,,,,99.6,93.5,Karakalpakstan,-71.833336,40.599998,Ornithischia,Leptoceratopsidae
607032,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-1.476667,50.661667,Ornithischia,
607034,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.13,50.665001,Ornithischia,
607035,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.13,50.665001,Ornithischia,
608422,Cumnoria,,,,152.1,145.0,Nord-Pas-de-Calais,1.6333,50.766701,Ornithischia,
608425,Cumnoria,,,,152.1,145.0,Nord-Pas-de-Calais,1.6333,50.766701,Ornithischia,
609564,Tacuarembovum,,,,89.3,66.0,Tacuarembó,-55.416672,-32.216671,Ornithischia,
611219,Iguanodon,herbivorous,ornithopod,10.0,139.8,125.0,England,0.690278,50.886112,Ornithischia,
613059,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.524582,50.727234,Ornithischia,Ceratopsidae
613612,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.516602,50.741699,Ornithischia,Ceratopsidae
613645,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.519699,50.769199,Ornithischia,Ceratopsidae
613646,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.527802,50.772099,Ornithischia,Ceratopsidae
613656,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.435402,50.763401,Ornithischia,Ceratopsidae
613658,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.4254,50.763302,Ornithischia,Ceratopsidae
613660,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.596199,50.826698,Ornithischia,Ceratopsidae
613683,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.5187,50.743,Ornithischia,Ceratopsidae
613684,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.409302,50.751499,Ornithischia,Ceratopsidae
613688,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.490303,50.7612,Ornithischia,Ceratopsidae
613689,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.404099,50.751598,Ornithischia,Ceratopsidae
613690,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.489403,50.755501,Ornithischia,Ceratopsidae
613691,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.575401,50.794701,Ornithischia,Ceratopsidae
613692,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.473801,50.753601,Ornithischia,Ceratopsidae
613693,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.471397,50.754002,Ornithischia,Ceratopsidae
621155,Notohypsilophodon,,,,99.6,89.3,Chubut,-69.288971,-44.914669,Ornithischia,
621556,Gobisaurus,herbivorous,armored dinosaur,5.0,93.9,89.8,Nei Mongol,105.943283,40.301338,Ornithischia,Ankylosauridae
623341,Gasparinisaura,herbivorous,ornithopod,0.8,83.5,70.6,Río Negro,-68.030663,-38.844379,Ornithischia,
623385,Iguanodon,herbivorous,ornithopod,10.0,157.3,152.1,Nord-Pas-de-Calais,1.611667,50.769722,Ornithischia,
623388,Hylaeosaurus,herbivorous,armored dinosaur,5.0,112.03,109.0,Champagne-Ardenne,4.8667,49.333302,Ornithischia,Nodosauridae
623676,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Montana,-106.203613,47.750557,Ornithischia,Ceratopsidae
623677,Edmontosaurus,herbivorous,ornithopod,13.0,72.1,66.0,Montana,-106.203613,47.750557,Ornithischia,Hadrosauridae
624158,Apulosauripus,,,,85.8,83.5,Apulia,16.62492,40.805904,Ornithischia,
624177,Hoplitosaurus,,,,129.4,125.0,Utah,-109.682053,38.762215,Ornithischia,Nodosauridae
624286,Gigantspinosaurus,,,,163.5,157.3,Sichuan,104.779999,29.399981,Ornithischia,
626780,Jinzhousaurus,herbivorous,ornithopod,,125.45,122.46,Liaoning,121.13813,41.13401,Ornithischia,Iguanodontidae
626784,Arrhinoceratops,herbivorous,ceratopsian,6.0,83.5,66.0,Alberta,-112.875389,51.610523,Ornithischia,Ceratopsidae
627206,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,South Dakota,-102.090607,45.096218,Ornithischia,Pachycephalosauridae
628856,Zalmoxes,herbivorous,ornithopod,3.0,70.6,66.0,Hunedoara,23.092192,45.493622,Ornithischia,Rhabdodontidae
629048,Zalmoxes,herbivorous,ornithopod,3.0,70.6,66.0,Hunedoara,22.783331,45.616669,Ornithischia,Rhabdodontidae
629979,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.457657,50.772888,Ornithischia,Ceratopsidae
632114,Edmontosaurus,herbivorous,ornithopod,13.0,83.5,70.6,Alaska,-151.0,70.0,Ornithischia,Hadrosauridae
632115,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alaska,-151.0,70.0,Ornithischia,Ceratopsidae
632231,Kangnasaurus,,,,100.5,66.0,Western Cape,18.419443,-29.520279,Ornithischia,Dryosauridae
632253,Dacentrurus,herbivorous,armored dinosaur,6.0,152.1,140.2,Aragón,-1.133307,40.12727,Ornithischia,Stegosauridae
632312,Pararhabdodon,,,,70.6,66.0,Cataluña,1.054786,42.161385,Ornithischia,Hadrosauridae
632323,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,New Mexico,-108.084198,36.343899,Ornithischia,Ceratopsidae
632365,Rhabdodon,herbivorous,ornithopod,4.0,72.1,66.0,Languedoc-Roussillon,2.191471,42.93824,Ornithischia,Rhabdodontidae
632780,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,Languedoc-Roussillon,2.2,42.9137,Ornithischia,Nodosauridae
635575,Bagaceratops,herbivorous,ceratopsian,1.0,83.6,72.1,Nei Mongol,106.756721,41.702133,Ornithischia,
636497,Delapparentia,,,,130.0,125.45,Aragón,-0.861015,40.654675,Ornithischia,
637774,Staurichnium,,,,145.0,100.5,Paraíba,-38.348331,-6.694167,Ornithischia,
638244,Colepiocephale,,,,83.5,70.6,Alberta,-111.374168,49.482777,Ornithischia,Pachycephalosauridae
639372,Camptosaurus,herbivorous,ornithopod,5.0,157.3,145.0,Wyoming,-106.048615,42.017776,Ornithischia,
639647,Rhabdodon,herbivorous,ornithopod,4.0,70.6,66.0,Languedoc-Roussillon,2.905978,43.338146,Ornithischia,Rhabdodontidae
641349,Albertaceratops,herbivorous,ceratopsian,7.0,83.5,70.6,Alberta,-110.862686,49.120899,Ornithischia,Ceratopsidae
641358,Albertaceratops,herbivorous,ceratopsian,7.0,83.5,70.6,Montana,-110.562073,48.945168,Ornithischia,Ceratopsidae
641961,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Texas,-103.159576,29.438757,Ornithischia,Ceratopsidae
642202,Hypsiloichnus,,,,125.0,113.0,Maryland,-76.428566,39.376961,Ornithischia,
642203,Hypsiloichnus,,,,125.0,113.0,Maryland,-76.912125,39.001003,Ornithischia,
642204,Hypsiloichnus,,,,125.0,113.0,Virginia,-77.421112,38.262501,Ornithischia,
644815,Edmontosaurus,herbivorous,ornithopod,13.0,83.5,70.6,Alberta,-112.761948,51.476112,Ornithischia,Hadrosauridae
645106,Zephyrosaurus,herbivorous,ornithopod,1.8,113.0,100.5,Montana,-108.729599,45.487,Ornithischia,Thescelosauridae
645107,Stenopelix,herbivorous,ceratopsian,1.5,145.0,139.8,Niedersachsen,9.066053,52.252357,Ornithischia,
645108,Abrictosaurus,,,,201.3,190.8,Qacha's Nek,28.532604,-30.064182,Ornithischia,Heterodontosauridae
645109,Lycorhinus,herbivorous,ornithopod,1.2,201.3,190.8,Eastern Cape,28.516666,-30.433332,Ornithischia,Heterodontosauridae
645110,Lycorhinus,herbivorous,ornithopod,1.2,201.3,190.8,Eastern Cape,28.516666,-30.433332,Ornithischia,Heterodontosauridae
645889,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,,13.900334,78.101875,Ornithischia,
647288,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,70.6,66.0,Alaska,-151.51944,69.832222,Ornithischia,Ceratopsidae
647292,Ugrunaaluk,,,,70.6,66.0,Alaska,-151.578232,70.071365,Ornithischia,Hadrosauridae
647302,Prenoceratops,,,,83.6,72.1,Montana,-112.524338,48.496719,Ornithischia,Leptoceratopsidae
647848,Theiophytalia,,,,125.0,100.5,Colorado,-104.874298,38.870712,Ornithischia,
647861,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,152.1,Montana,-108.826668,45.22361,Ornithischia,Stegosauridae
647943,Corythosaurus,herbivorous,ornithopod,10.0,83.6,72.1,Montana,-112.650658,48.937965,Ornithischia,Hadrosauridae
647944,Lambeosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-111.620003,50.599998,Ornithischia,Hadrosauridae
647945,Lambeosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-111.620003,50.599998,Ornithischia,Hadrosauridae
647962,Lambeosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-111.620003,50.599998,Ornithischia,Hadrosauridae
649440,Psittacosaurus,herbivorous,ceratopsian,2.0,145.0,100.5,Ovorkhangai,102.733299,44.241501,Ornithischia,Psittacosauridae
658308,Micropachycephalosaurus,herbivorous,ceratopsian,0.6,83.6,72.1,Shandong,120.679169,36.881653,Ornithischia,
659315,Udanoceratops,herbivorous,ceratopsian,,83.6,72.1,Dornogov,109.779999,44.438057,Ornithischia,Leptoceratopsidae
659316,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,
659317,Bagaceratops,herbivorous,ceratopsian,1.0,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,
663698,Stegosaurus,herbivorous,armored dinosaur,9.0,150.8,145.0,Colorado,-108.800003,39.200001,Ornithischia,Stegosauridae
663699,Fruitadens,,,,150.8,145.0,Colorado,-108.800003,39.200001,Ornithischia,Heterodontosauridae
663737,Brachyceratops,,,,85.8,83.5,Alberta,-111.436096,49.083698,Ornithischia,Ceratopsidae
663755,Kritosaurus,herbivorous,ornithopod,8.0,85.8,83.5,Alberta,-111.413902,49.083099,Ornithischia,Hadrosauridae
667041,Microceratus,herbivorous,ceratopsian,0.5,100.5,66.0,Shanxi,112.420006,40.040001,Ornithischia,Protoceratopsidae
667042,Bactrosaurus,herbivorous,ornithopod,6.0,100.5,66.0,Shanxi,112.420006,40.040001,Ornithischia,
668657,Yinlong,herbivorous,ceratopsian,1.2,163.5,157.3,Xinjiang,88.919884,45.191288,Ornithischia,Chaoyangsauridae
668728,Stegoceras,herbivorous,ornithopod,2.4,72.1,66.0,Montana,-107.33667,47.656944,Ornithischia,Pachycephalosauridae
668730,Pachycephalosaurus,herbivorous,ornithopod,8.0,70.6,66.0,Wyoming,-104.471497,43.384399,Ornithischia,Pachycephalosauridae
670223,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-1.4542,50.6478,Ornithischia,
670351,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.460302,50.651852,Ornithischia,
670352,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.428409,50.638515,Ornithischia,
670353,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-1.951077,50.604607,Ornithischia,
678493,Homalocephale,herbivorous,ornithopod,1.5,83.6,66.0,Omnogov,101.275002,43.491669,Ornithischia,
679802,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,,-9.216667,38.400002,Ornithischia,
679942,Oryctodromeus,herbivorous,ornithopod,2.1,100.5,93.9,Montana,-112.59861,44.537224,Ornithischia,Thescelosauridae
679943,Psittacosaurus,herbivorous,ceratopsian,2.0,125.45,122.46,Liaoning,120.979401,41.601391,Ornithischia,Psittacosauridae
680830,Psittacosaurus,herbivorous,ceratopsian,2.0,130.0,122.46,Liaoning,120.764221,41.783817,Ornithischia,Psittacosauridae
682889,Stegosaurus,herbivorous,armored dinosaur,9.0,161.2,150.8,Leiria,-8.812128,39.662338,Ornithischia,Stegosauridae
682891,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,
682915,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,
682919,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,
682920,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,
686822,Eocursor,,,,228.0,201.3,Free State,27.341667,-29.219999,Ornithischia,
686851,Cedrorestes,,,,130.0,125.45,Utah,-109.545151,38.895531,Ornithischia,
686854,Brachylophosaurus,herbivorous,ornithopod,7.0,83.5,70.6,Montana,-107.895042,48.596294,Ornithischia,Hadrosauridae
687336,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Colorado,-104.82,39.985279,Ornithischia,Ceratopsidae
687528,Leptoceratops,herbivorous,ceratopsian,3.0,70.6,66.0,Montana,-104.157272,45.459568,Ornithischia,Leptoceratopsidae
687529,Leptoceratops,herbivorous,ceratopsian,3.0,70.6,66.0,Montana,-104.909866,45.590557,Ornithischia,Leptoceratopsidae
688094,Anatotitan,,,,72.1,66.0,Montana,-107.0,47.599998,Ornithischia,Hadrosauridae
689682,Lambeosaurus,herbivorous,ornithopod,9.0,83.5,70.6,Alberta,-110.558716,49.351067,Ornithischia,Hadrosauridae
690125,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,South Dakota,-103.451668,45.062778,Ornithischia,Thescelosauridae
690126,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,South Dakota,-103.451668,45.062778,Ornithischia,Ceratopsidae
691649,Dacentrurus,herbivorous,armored dinosaur,6.0,150.8,145.0,Lisboa,-9.282297,39.072666,Ornithischia,Stegosauridae
691661,Dryosaurus,herbivorous,ornithopod,4.0,161.2,150.8,Estremdura,-8.61667,39.849998,Ornithischia,Dryosauridae
691776,Iguanodon,herbivorous,ornithopod,10.0,145.0,125.0,Aragón,-0.405586,40.528027,Ornithischia,
691790,Iguanodon,herbivorous,ornithopod,10.0,130.0,125.45,Castilla-La Mancha,-2.067325,40.590469,Ornithischia,
